vid,name
无痛性尿血,无痛性尿血
膝内翻,膝内翻
乳腺小叶增生,乳腺小叶增生
T波低平或倒置,T波低平或倒置
声门短而窄,声门短而窄
头大畸形,头大畸形
增殖体肥大,增殖体肥大
分娩后甲状腺肿大,分娩后甲状腺肿大
眼干涩酸胀，易疲劳,眼干涩酸胀，易疲劳
卵巢囊肿,卵巢囊肿
环甲肌失去收缩...,环甲肌失去收缩...
隋静,隋静
坏疽,坏疽
粪样呕吐物,粪样呕吐物
钙化灶,钙化灶
疤痕萎缩凹陷,疤痕萎缩凹陷
咽部苹果酱样结节,咽部苹果酱样结节
子宫硬如板状,子宫硬如板状
手掌和足底角化伴多汗,手掌和足底角化伴多汗
心动过速,心动过速
下肢动作沉重，...,下肢动作沉重，...
不宁腿综合征,不宁腿综合征
闭症,闭症
黏膜损害,黏膜损害
结肠膨胀,结肠膨胀
蛛网膜增厚,蛛网膜增厚
挖鼻孔,挖鼻孔
肝衰竭,肝衰竭
头皮痒,头皮痒
隋海燕,隋海燕
钩回发作,钩回发作
手足长水泡,手足长水泡
血道播散,血道播散
血管迷走性晕厥,血管迷走性晕厥
眼球偏斜,眼球偏斜
苦笑面容,苦笑面容
鳞状细胞癌,鳞状细胞癌
粘液便,粘液便
上肢无力,上肢无力
脊髓的浸润,脊髓的浸润
指甲呈半圆形,指甲呈半圆形
舌无力且不能随...,舌无力且不能随...
腹痛，发热及黄疸,腹痛，发热及黄疸
角膜瘘,角膜瘘
胸膜摩擦音,胸膜摩擦音
呼吸速率减慢且规则,呼吸速率减慢且规则
心脏左室舒张功能减退,心脏左室舒张功能减退
臀肌萎缩,臀肌萎缩
腹泻为水样带黏...,腹泻为水样带黏...
恐风,恐风
急性尿潴留,急性尿潴留
精神障碍,精神障碍
手机依赖症,手机依赖症
偏侧不注意,偏侧不注意
肺内病变,肺内病变
稽留流产,稽留流产
腰大肌脓肿,腰大肌脓肿
听觉过敏,听觉过敏
肘部外翻角增大,肘部外翻角增大
绿色弱,绿色弱
青少年白发,青少年白发
肺下叶周围呈节...,肺下叶周围呈节...
上肢外展上举困难,上肢外展上举困难
附睾囊肿,附睾囊肿
髋部酸胀不适,髋部酸胀不适
绿色尿,绿色尿
匐行疹,匐行疹
指甲呈扇形,指甲呈扇形
颈部缺血性跳痛,颈部缺血性跳痛
感染诱发昏迷,感染诱发昏迷
一侧颜面肥大,一侧颜面肥大
子宫颈扩张,子宫颈扩张
多梦,多梦
子宫内膜脱落,子宫内膜脱落
龟头疼,龟头疼
晶状体移位,晶状体移位
肺纹理增多,肺纹理增多
鼻子发黑,鼻子发黑
妙存帅,妙存帅
呈开口状态而不能闭合,呈开口状态而不能闭合
骨缝分开,骨缝分开
攻击行为,攻击行为
妊娠痒疹,妊娠痒疹
产后腹痛,产后腹痛
难治性腹水,难治性腹水
口腔幻触,口腔幻触
腮腺区肿大,腮腺区肿大
子宫高度低于妊娠周数,子宫高度低于妊娠周数
粪便中发现白色节片,粪便中发现白色节片
免疫力下降,免疫力下降
完全性遗忘症,完全性遗忘症
疼痛性股白肿,疼痛性股白肿
进行性颈部肿块,进行性颈部肿块
行为及情绪异常,行为及情绪异常
入睡障碍性失眠,入睡障碍性失眠
晶状体混浊,晶状体混浊
对光反射迟钝,对光反射迟钝
桡骨茎突部局限性疼痛,桡骨茎突部局限性疼痛
骨软化症骨盆,骨软化症骨盆
心胃的奇怪感觉,心胃的奇怪感觉
浅表性疤痕,浅表性疤痕
面下部头痛,面下部头痛
偏斜骨盆,偏斜骨盆
手脚发麻,手脚发麻
脑缺血,脑缺血
阴道裂伤,阴道裂伤
声音异常,声音异常
心脑供血不足,心脑供血不足
南朝霞,南朝霞
心肌坏死广泛,心肌坏死广泛
新生儿皮肤褶皱,新生儿皮肤褶皱
恶露,恶露
口及咽部烧灼感,口及咽部烧灼感
吸气时鼻腔阻塞,吸气时鼻腔阻塞
没有肛门,没有肛门
小颌,小颌
思维紊乱,思维紊乱
脑室受压移位,脑室受压移位
一时性便秘,一时性便秘
行为动作幼稚愚蠢,行为动作幼稚愚蠢
胀坠感,胀坠感
黏稠或脓性痰伴...,黏稠或脓性痰伴...
面部麻木,面部麻木
生理性腹泻,生理性腹泻
踝部凹陷性水肿,踝部凹陷性水肿
晚上睡觉出冷汗,晚上睡觉出冷汗
老年人非病变性...,老年人非病变性...
孕妇肚子痒,孕妇肚子痒
骨髓损害,骨髓损害
气管移位,气管移位
下肢短缩,下肢短缩
肢体或躯干麻木,肢体或躯干麻木
薄建国,薄建国
痛性脸抽搐,痛性脸抽搐
偏执性妄想,偏执性妄想
寰枢关节不稳定,寰枢关节不稳定
胃肠感冒,胃肠感冒
软腭有疤痕,软腭有疤痕
纵膈淋巴结肿大,纵膈淋巴结肿大
核心抗体（抗H...,核心抗体（抗H...
弥漫性头痛,弥漫性头痛
排尿困难及尿潴留,排尿困难及尿潴留
蜂窝肺,蜂窝肺
胚胎停止发育,胚胎停止发育
呼吸功能衰竭,呼吸功能衰竭
机械性压迫,机械性压迫
眼白过白,眼白过白
葡萄膜炎,葡萄膜炎
自发性球内出血,自发性球内出血
爆发性水泻,爆发性水泻
眶底爆折,眶底爆折
气机失调,气机失调
胆囊触痛征,胆囊触痛征
经前出血,经前出血
喉咙冒黏液,喉咙冒黏液
酒精性震颤,酒精性震颤
小儿干咳,小儿干咳
软组织感染,软组织感染
迟明华,迟明华
肺内空洞,肺内空洞
睾丸静脉曲张,睾丸静脉曲张
颈心综合症,颈心综合症
面色灰暗,面色灰暗
颅内出血,颅内出血
脸裂,脸裂
神经束损伤断裂,神经束损伤断裂
缺乏自控能力,缺乏自控能力
拔牙后伤口经久不愈,拔牙后伤口经久不愈
乳汁淤积,乳汁淤积
排气障碍,排气障碍
尿黑酸,尿黑酸
臀产式,臀产式
冻结肩,冻结肩
肾性尿崩,肾性尿崩
耳廓腹侧面局限性囊肿,耳廓腹侧面局限性囊肿
饱食后胸痛,饱食后胸痛
瘀血斑,瘀血斑
蚊虫刺咬炎症,蚊虫刺咬炎症
月经量少,月经量少
血管畸形,血管畸形
怪异步态,怪异步态
头皮撕脱伤,头皮撕脱伤
期外收缩,期外收缩
排尿时外阴灼热...,排尿时外阴灼热...
血清HDL-C...,血清HDL-C...
喜讲秽语,喜讲秽语
肢体栓塞,肢体栓塞
潜在中毒,潜在中毒
肛内轻微隐痛坠...,肛内轻微隐痛坠...
心血管造影见双球征,心血管造影见双球征
腰背的持续隐痛,腰背的持续隐痛
岳淑芹,岳淑芹
痉挛性便秘,痉挛性便秘
迷走神经张力增高,迷走神经张力增高
运动时膝前疼痛加剧,运动时膝前疼痛加剧
声带发炎,声带发炎
色觉丧失,色觉丧失
发绀,发绀
弱视眼的拥挤现象,弱视眼的拥挤现象
心排血量增多,心排血量增多
代谢性低钾,代谢性低钾
口角生疮,口角生疮
兰彪,兰彪
产后月经不再来潮,产后月经不再来潮
腕背侧或掌侧的...,腕背侧或掌侧的...
呛奶,呛奶
脉搏细弱甚至不...,脉搏细弱甚至不...
外阴皮肤肿胀,外阴皮肤肿胀
耳漏,耳漏
背脊痛,背脊痛
输尿管梗阻,输尿管梗阻
听阈上升,听阈上升
外貌苍老,外貌苍老
弯腰时腰痛,弯腰时腰痛
逼尿肌无反射,逼尿肌无反射
寂静腹,寂静腹
腠理不固,腠理不固
男型骨盆,男型骨盆
抬举性搏动,抬举性搏动
枕部和颈后疼痛,枕部和颈后疼痛
鼻翼边缘缺损,鼻翼边缘缺损
胰腺外分泌功能不良,胰腺外分泌功能不良
体重减轻,体重减轻
分离性漫游症,分离性漫游症
情绪性感冒,情绪性感冒
女性乳房表浅质...,女性乳房表浅质...
小肠内的低pH,小肠内的低pH
声门水肿,声门水肿
鼻出血,鼻出血
下唇微痒增大如...,下唇微痒增大如...
胸痛伴胸闷、心悸,胸痛伴胸闷、心悸
四边孔处的局限压痛,四边孔处的局限压痛
脓苔,脓苔
耳后淋巴结肿大,耳后淋巴结肿大
儿童精神运动发育异常,儿童精神运动发育异常
黏液尿,黏液尿
格子样变性,格子样变性
先天性虹膜缺乏,先天性虹膜缺乏
手足多汗,手足多汗
盲点,盲点
恋尸型性变态,恋尸型性变态
腹膜后纤维化,腹膜后纤维化
尿道局部肿胀,尿道局部肿胀
肩背部肌肉痛,肩背部肌肉痛
小脑出血,小脑出血
肾皮质坏死,肾皮质坏死
肠囊性积气,肠囊性积气
近事遗忘现象,近事遗忘现象
呼吸暂停样现象,呼吸暂停样现象
痉挛性偏瘫步态,痉挛性偏瘫步态
前臂及手部肌群...,前臂及手部肌群...
肾小球滤过率下降,肾小球滤过率下降
肺中叶纤维灶,肺中叶纤维灶
口唇发黄,口唇发黄
肢端硬化,肢端硬化
组胺性面红,组胺性面红
保持睡眠障碍性失眠,保持睡眠障碍性失眠
三角肌疼痛,三角肌疼痛
中心暗点扩大,中心暗点扩大
乳腺癌的远处转移,乳腺癌的远处转移
子宫内膜梗阻,子宫内膜梗阻
意志丧失性格,意志丧失性格
胃窦动力低下,胃窦动力低下
外斜V征,外斜V征
上颚疼,上颚疼
小儿湿疹,小儿湿疹
眼晶体前房棕色光反射,眼晶体前房棕色光反射
涂友宝,涂友宝
贪食,贪食
酒精中毒性嫉妒妄想,酒精中毒性嫉妒妄想
骨龄延迟,骨龄延迟
说话时字词不能连续,说话时字词不能连续
贪食行为,贪食行为
青红肤色,青红肤色
频繁吐黏液,频繁吐黏液
吞咽发呛,吞咽发呛
心包膜发炎,心包膜发炎
腕关节圆形的软包块,腕关节圆形的软包块
肺门阴影增多,肺门阴影增多
胎膜早破,胎膜早破
愚型样睑裂歪曲,愚型样睑裂歪曲
上肢水肿,上肢水肿
四肢远端麻木、...,四肢远端麻木、...
儿童性别偏差,儿童性别偏差
瞳孔大小不等,瞳孔大小不等
免疫力降低,免疫力降低
产褥期幻觉妄想状态,产褥期幻觉妄想状态
肝源性水肿,肝源性水肿
颈动脉硬化,颈动脉硬化
脊柱前突变直局部叩痛,脊柱前突变直局部叩痛
偏身萎缩,偏身萎缩
小腿肿胀疼痛,小腿肿胀疼痛
虹膜缺损,虹膜缺损
癫痫和癫痫样发作,癫痫和癫痫样发作
烧伤创面甜腥气...,烧伤创面甜腥气...
手肌肉萎缩,手肌肉萎缩
婴幼儿外阴疼痛,婴幼儿外阴疼痛
下半身无汗或少汗,下半身无汗或少汗
情感麻痹,情感麻痹
男性不育,男性不育
腹痛伴黄疸,腹痛伴黄疸
结痂,结痂
产后乳房萎缩,产后乳房萎缩
血压波动大,血压波动大
咳出棕色痰栓,咳出棕色痰栓
脊髓性肌萎缩,脊髓性肌萎缩
局部灼热,局部灼热
毒蕈碱样症状,毒蕈碱样症状
牙齿发黑,牙齿发黑
心血管堵塞,心血管堵塞
脸部汗毛明显,脸部汗毛明显
抽筋,抽筋
岳国斌,岳国斌
青春期身体发育缓慢,青春期身体发育缓慢
蜘蛛痣,蜘蛛痣
耳后疼痛,耳后疼痛
视网膜水肿,视网膜水肿
蚁走感,蚁走感
肾包膜过度膨胀,肾包膜过度膨胀
挛缩性疤痕,挛缩性疤痕
横结肠下垂,横结肠下垂
眉间皱纹,眉间皱纹
腓肠肌强直收缩...,腓肠肌强直收缩...
疥疮恐惧,疥疮恐惧
酮症酸中毒,酮症酸中毒
HIV感染,HIV感染
顽固性口腔溃疡,顽固性口腔溃疡
记忆力消失,记忆力消失
饮酒性面红,饮酒性面红
创伤性湿肺,创伤性湿肺
闫芹,闫芹
趾端干枯发黑,趾端干枯发黑
神经束内神经纤维损伤,神经束内神经纤维损伤
阴道流出黄色或...,阴道流出黄色或...
口腔粘膜有形似...,口腔粘膜有形似...
风盛血燥,风盛血燥
早晨上下眼睑粘连,早晨上下眼睑粘连
心肌顿抑,心肌顿抑
癫痫的失神发作,癫痫的失神发作
胸廓狭窄而扁,胸廓狭窄而扁
颌骨呈“扇形”...,颌骨呈“扇形”...
肝区摩擦音,肝区摩擦音
栗东,栗东
妊娠时伴有腹痛...,妊娠时伴有腹痛...
虚脉,虚脉
鼻中隔或鼻腔内...,鼻中隔或鼻腔内...
受伤后易产生瘢痕,受伤后易产生瘢痕
心音微弱,心音微弱
情感暴发,情感暴发
肾小管坏死,肾小管坏死
青光眼斑,青光眼斑
肩部运动受限,肩部运动受限
死精子过多,死精子过多
肾结晶,肾结晶
排尿障碍,排尿障碍
肌无力危象,肌无力危象
构音障碍,构音障碍
颌骨发育过度,颌骨发育过度
耳廓擦伤,耳廓擦伤
细胞酶活性异常,细胞酶活性异常
网状青斑,网状青斑
真性菌尿,真性菌尿
眼白蓝灰色或黑色斑点,眼白蓝灰色或黑色斑点
头痛头晕,头痛头晕
跨阈步态,跨阈步态
脱水,脱水
拇指内收畸形,拇指内收畸形
角质化,角质化
耳垂长痘,耳垂长痘
主动脉钙化,主动脉钙化
新生儿少吃,新生儿少吃
胸膈间烧灼嘈杂感,胸膈间烧灼嘈杂感
尿内出现蛋白及管型,尿内出现蛋白及管型
药物性肥胖,药物性肥胖
性窒息,性窒息
吸收不良综合征,吸收不良综合征
小儿维生素D缺乏,小儿维生素D缺乏
胃肠道功能不好,胃肠道功能不好
胃排空过快,胃排空过快
烫伤水泡破了,烫伤水泡破了
顽固性头痛,顽固性头痛
小头,小头
压迫瘘口试验,压迫瘘口试验
不排卵,不排卵
不能眨眼,不能眨眼
耳后长包,耳后长包
神经性呕吐,神经性呕吐
大便习惯改变,大便习惯改变
弱脉,弱脉
健忘,健忘
腺样体面容,腺样体面容
面部叩击征,面部叩击征
中性粒细胞增高,中性粒细胞增高
指甲失去光泽和...,指甲失去光泽和...
耳道堵塞,耳道堵塞
假孕,假孕
信息成瘾,信息成瘾
梳头或洗头时头...,梳头或洗头时头...
少尿,少尿
乳腺隐痛,乳腺隐痛
骨膜反应,骨膜反应
髓质海绵肾,髓质海绵肾
心室扑动,心室扑动
喉结下方有肿块,喉结下方有肿块
流鼻血,流鼻血
少儿脊柱侧凸,少儿脊柱侧凸
食管蠕动功能减弱,食管蠕动功能减弱
低热消疲,低热消疲
抬肩以助呼吸,抬肩以助呼吸
碰撞后皮肤容易青紫,碰撞后皮肤容易青紫
霰粒肿,霰粒肿
尿液混浊,尿液混浊
胸背痛,胸背痛
血液改变,血液改变
阵发性腹痛,阵发性腹痛
血肿形成,血肿形成
膝、踝反射减退,膝、踝反射减退
肾盂积水,肾盂积水
肺动脉瓣狭窄杂音,肺动脉瓣狭窄杂音
睑结膜硬而扁平的乳头,睑结膜硬而扁平的乳头
脉络膜凹陷,脉络膜凹陷
唾液腺肿大,唾液腺肿大
病理性偷窃,病理性偷窃
生长激素分泌过少,生长激素分泌过少
虚脱,虚脱
便秘伴腹部包块,便秘伴腹部包块
细菌感染,细菌感染
胎动频繁,胎动频繁
咽喉干燥充血,咽喉干燥充血
外斐氏试验阴性,外斐氏试验阴性
膨胀性萎缩纹,膨胀性萎缩纹
胸窝疼痛,胸窝疼痛
枕横位入盆,枕横位入盆
乳头湿疹,乳头湿疹
赔偿神经症,赔偿神经症
婴儿步行晚,婴儿步行晚
肝区血管杂音,肝区血管杂音
食管恶性病变,食管恶性病变
血尿伴排尿不畅,血尿伴排尿不畅
乳腺外上象限腺体增厚,乳腺外上象限腺体增厚
腱反射异常,腱反射异常
小儿曳足而行,小儿曳足而行
精子质量差,精子质量差
肝病容,肝病容
颈部有擦伤痕迹或肿胀,颈部有擦伤痕迹或肿胀
处女膜无孔,处女膜无孔
嗳腐,嗳腐
吐酸,吐酸
感觉性共济失调步态,感觉性共济失调步态
发作性眩晕,发作性眩晕
食管下括约肌张力下降,食管下括约肌张力下降
胳膊疼痛,胳膊疼痛
新生儿少哭,新生儿少哭
静脉血栓,静脉血栓
喉痒咳嗽,喉痒咳嗽
手震颤,手震颤
胎儿宫内窒息,胎儿宫内窒息
心包破损伤,心包破损伤
急性下肢缺血,急性下肢缺血
紧张性木僵,紧张性木僵
子宫颈变大,子宫颈变大
肺阴虚,肺阴虚
近视弧,近视弧
血沉增快,血沉增快
腰部钝痛,腰部钝痛
前臂外侧和手指...,前臂外侧和手指...
表皮全层坏死及...,表皮全层坏死及...
食量增加,食量增加
腰痛伴肾区叩击痛,腰痛伴肾区叩击痛
尿道弥漫性浸润,尿道弥漫性浸润
乳突炎,乳突炎
不自主运动,不自主运动
碱烧伤,碱烧伤
腰骶部或下腰部疼痛,腰骶部或下腰部疼痛
先兆子痫,先兆子痫
粪便中见到褐红...,粪便中见到褐红...
耳骨外翻,耳骨外翻
缺血性挛缩,缺血性挛缩
手指尖痛或触痛,手指尖痛或触痛
超雌,超雌
额叶癫痫的扣带回发作,额叶癫痫的扣带回发作
不典型增生,不典型增生
四肢无力,四肢无力
背心冷,背心冷
偏瘫,偏瘫
反复发作右肺感染,反复发作右肺感染
肩胛放射性疼痛,肩胛放射性疼痛
前列腺肥大,前列腺肥大
小腿腓部肌肉疼...,小腿腓部肌肉疼...
胸式呼吸,胸式呼吸
运动或情绪激动...,运动或情绪激动...
纤毛清除功能障碍,纤毛清除功能障碍
大咯血,大咯血
臭汗,臭汗
体位性震颤,体位性震颤
八字脚步态,八字脚步态
声带萎缩,声带萎缩
异型网织细胞,异型网织细胞
部位不定的疼痛,部位不定的疼痛
头皮屑多,头皮屑多
诉讼狂,诉讼狂
足和足趾不能背屈,足和足趾不能背屈
频吐白沫,频吐白沫
骨膜炎,骨膜炎
脓肿,脓肿
反复呕血,反复呕血
雾视,雾视
低分子蛋白尿,低分子蛋白尿
耳内流脓,耳内流脓
不稳定性心绞痛,不稳定性心绞痛
咽部肌肉运动障碍,咽部肌肉运动障碍
躁狂,躁狂
继发性失眠,继发性失眠
遗传性出血性毛...,遗传性出血性毛...
甲皱毛细血管袢数减少,甲皱毛细血管袢数减少
小胃综合征,小胃综合征
硬斑,硬斑
骨核出现迟，发育小,骨核出现迟，发育小
脊髓病变,脊髓病变
乳头溢液,乳头溢液
血睾酮降低,血睾酮降低
牙龈出血,牙龈出血
冲动毁物,冲动毁物
腱反射消失,腱反射消失
血清酶学改变,血清酶学改变
脱肛,脱肛
眼裂细小,眼裂细小
男性小便刺痛,男性小便刺痛
恋毛巾被癖,恋毛巾被癖
点状出血,点状出血
南建广,南建广
血浆白蛋白降低,血浆白蛋白降低
肺动脉闭锁,肺动脉闭锁
小便刺痛,小便刺痛
脑叶出血,脑叶出血
绝经后白带增多,绝经后白带增多
阴茎损伤,阴茎损伤
脓肿破入胸腔,脓肿破入胸腔
骨质磨损有骨赘增生,骨质磨损有骨赘增生
医师,医师
阴道持续少量流血,阴道持续少量流血
腹股沟处或闭孔处肿胀,腹股沟处或闭孔处肿胀
眼眶内持续性、...,眼眶内持续性、...
耳孔处肿物,耳孔处肿物
呼气时两颊鼓起和缩唇,呼气时两颊鼓起和缩唇
晕车,晕车
鼻溢液,鼻溢液
踝部及足背水肿,踝部及足背水肿
肛门外翻,肛门外翻
学习困难,学习困难
对声音敏感,对声音敏感
胸部沉重感,胸部沉重感
外阴烧灼刺激感,外阴烧灼刺激感
化学性皮肤灼伤,化学性皮肤灼伤
神经症性反应,神经症性反应
丘脑下部损害,丘脑下部损害
幽门瘢痕性狭窄,幽门瘢痕性狭窄
神经性尿频,神经性尿频
日常生活能力减...,日常生活能力减...
面部肌肉痉挛,面部肌肉痉挛
气滞血瘀,气滞血瘀
乳糜泻,乳糜泻
肌腱端炎,肌腱端炎
鼻孔闭锁,鼻孔闭锁
遗传性果糖不耐受,遗传性果糖不耐受
肝糖异生增加,肝糖异生增加
轻度精神发育迟滞,轻度精神发育迟滞
面纹消失,面纹消失
一侧阴囊内逐渐...,一侧阴囊内逐渐...
大腿内侧痛,大腿内侧痛
脑神经麻痹,脑神经麻痹
溶血,溶血
纳差,纳差
一侧乳头萎缩，...,一侧乳头萎缩，...
颈静脉充盈,颈静脉充盈
上睑黄白色小点,上睑黄白色小点
心悸伴乏力、面色苍白,心悸伴乏力、面色苍白
胸肌萎缩,胸肌萎缩
泌尿道阻塞,泌尿道阻塞
足跟的后上方疼...,足跟的后上方疼...
阴道内出现粪质...,阴道内出现粪质...
内收型骨折,内收型骨折
女性腰痛,女性腰痛
黑色素沉淀,黑色素沉淀
大腿内侧瘙痒,大腿内侧瘙痒
冬春季的慢性咳...,冬春季的慢性咳...
咯血,咯血
猫喘音,猫喘音
认识能力缺失,认识能力缺失
转肽酶偏高,转肽酶偏高
小腿乏力,小腿乏力
痘疮,痘疮
手指和足趾无痛...,手指和足趾无痛...
乳白色尿,乳白色尿
大块肝细胞坏死,大块肝细胞坏死
胎儿酒精综合征,胎儿酒精综合征
免疫性肾炎,免疫性肾炎
精液量多,精液量多
无脉症,无脉症
手指香肠型,手指香肠型
瘀斑性环,瘀斑性环
儿童骨缺损,儿童骨缺损
鼻腔前部出血,鼻腔前部出血
拇趾与二趾趾间距大,拇趾与二趾趾间距大
乳腺退化不全,乳腺退化不全
血清中高水平的...,血清中高水平的...
类癌面红,类癌面红
尿道瓣,尿道瓣
热痱,热痱
睡觉后全身大汗淋漓,睡觉后全身大汗淋漓
椎管大小变化,椎管大小变化
小儿遗尿,小儿遗尿
肾小球硬化,肾小球硬化
髋关节发育不良,髋关节发育不良
血管性水肿,血管性水肿
病理性纵火,病理性纵火
吸气时胸口痛,吸气时胸口痛
足趾屈曲挛缩,足趾屈曲挛缩
巨输尿管症,巨输尿管症
钩蚴性皮炎,钩蚴性皮炎
腹股沟痒,腹股沟痒
骨质破坏,骨质破坏
小腿下部色素沉...,小腿下部色素沉...
眼神异常,眼神异常
指甲夹伤,指甲夹伤
出汗异常,出汗异常
褐色尿,褐色尿
肾区压痛和叩痛,肾区压痛和叩痛
食物在胃的通过障碍,食物在胃的通过障碍
晶状体囊壁破裂,晶状体囊壁破裂
呼吸窘迫综合症,呼吸窘迫综合症
听力缺陷,听力缺陷
呼吸气为蒜臭味,呼吸气为蒜臭味
脸红,脸红
迁徙性浅静脉血栓形成,迁徙性浅静脉血栓形成
隐睾,隐睾
牵涉痛,牵涉痛
舌体肥大,舌体肥大
认知功能损害,认知功能损害
口腔黏膜白斑,口腔黏膜白斑
胸腺高度萎缩,胸腺高度萎缩
低钾血症,低钾血症
生长激素分泌过多,生长激素分泌过多
动眼神经麻痹,动眼神经麻痹
撤退性出血,撤退性出血
节段性肌张力障碍,节段性肌张力障碍
非玻璃体的病变...,非玻璃体的病变...
泪腺囊肿,泪腺囊肿
孕妇小腿痒,孕妇小腿痒
肥胖并痛性结节...,肥胖并痛性结节...
看东西有小黑点,看东西有小黑点
小腿肌肉萎缩,小腿肌肉萎缩
呻吟,呻吟
发热伴咳嗽、咯...,发热伴咳嗽、咯...
脾胃虚寒,脾胃虚寒
肢体障碍,肢体障碍
动脉粥样硬化,动脉粥样硬化
肌肉跳动,肌肉跳动
骨转移,骨转移
前臂细小,前臂细小
肌肉的失用性萎缩,肌肉的失用性萎缩
间歇热,间歇热
肢体发凉,肢体发凉
前臂外伤后疼痛,前臂外伤后疼痛
胸腔出口综合征,胸腔出口综合征
驼背,驼背
脂质沉积症,脂质沉积症
蛙状鼻,蛙状鼻
肝被膜血肿破裂,肝被膜血肿破裂
口唇麻木,口唇麻木
癌性发热,癌性发热
门静脉积气,门静脉积气
大便酸臭,大便酸臭
呼吸急促,呼吸急促
颈椎间盘突出,颈椎间盘突出
耳顶线以下至发...,耳顶线以下至发...
冠状动脉痉挛,冠状动脉痉挛
涂明,涂明
尿比重下降,尿比重下降
尿泡沫,尿泡沫
血管萎缩性白斑,血管萎缩性白斑
呼吸音粗糙,呼吸音粗糙
流涎,流涎
呼气中有甜臭味,呼气中有甜臭味
乳房巨大,乳房巨大
横结肠移位,横结肠移位
子宫呈横椭圆形,子宫呈横椭圆形
柠檬色痰,柠檬色痰
胸前区疼痛,胸前区疼痛
动脉盗血,动脉盗血
老人髋部疼痛,老人髋部疼痛
鼠尾征,鼠尾征
赫丽杰,赫丽杰
小腹冷痛,小腹冷痛
阴阳气血失衡,阴阳气血失衡
浅感觉减退或缺失,浅感觉减退或缺失
鼻梁低,鼻梁低
垂体危象,垂体危象
胎心不规则,胎心不规则
甲下出血,甲下出血
悬雍垂下垂,悬雍垂下垂
两性畸形,两性畸形
Q-T间期延长,Q-T间期延长
足部肿胀压痛,足部肿胀压痛
睑外翻,睑外翻
阻塞性黄疸,阻塞性黄疸
脾肾阳虚,脾肾阳虚
肺泡炎症,肺泡炎症
儿童联想和情感障碍,儿童联想和情感障碍
持续颅内杂音,持续颅内杂音
上消化道出血,上消化道出血
口腔溃疡,口腔溃疡
眩晕,眩晕
阴部溃疡,阴部溃疡
TOM,TOM
胰石阻塞,胰石阻塞
