src_id,tag_id
纯植物神经功能衰竭,杏仁
鹅口疮,辣椒(青、尖)
肥大细胞白血病,白酒
热痹,三文鱼
皮炎,田螺
肾动脉瘤,黑豆
慢性阑尾炎,啤酒
梅克尔细胞癌,田螺
肺大泡,杏仁
肠道寄生虫病,洋葱
胃结核,驴肉
牙周病,白酒
脊椎病,白酒
小儿肾性氨基酸尿症,羊油
顶叶肿瘤,鹅肉
血友病,草鱼
脉络膜脱离型视网膜脱离,干腌菜
吩噻嗪类抗精神病药物中毒,鹿肉
斜颈,螃蟹
肠扭转,杏仁
肱骨髁上骨折,白扁豆
桡骨颈骨折,腐竹
侵袭性婴儿纤维瘤病,白酒
梦游症,蛤蜊
麻风病,赤小豆
姿态性腰腿痛,荠菜根
肠系膜淋巴结结核,白酒
疔疮,啤酒
副霍乱,田螺
腹腔动脉压迫综合征,鸡腿
氯喹中毒,干腌菜
婴儿期短暂性低丙球蛋白血症,鸡翅
直肠癌,啤酒
心动过速性心肌病,田螺
非IgA系膜增生性肾炎,黄酒
骨与关节结核,啤酒
安卡性肾炎,洋葱
胃切除后胆汁返流性胃炎,白酒
脾大,白酒
白血病伴发的精神障碍,白砂糖
楚尔盖分枝杆菌感染,花生仁（炸）
老年静脉血栓症,杏仁
下颌下隙感染,白扁豆
急性肾小球肾炎,白酒
红蝴蝶疮,绿豆
结膜干燥症,赤小豆
持续性输卵管妊娠,虾皮
气压伤,蛤蜊
瘫痪,鸭血(白鸭)
多肌腱末端病,鸡肝
腋毛癣菌病,啤酒
腮腺隙感染,白扁豆
气压伤,鸭肉
男科病,啤酒
流行性乙型脑炎,赤小豆
胃切除后吸收不良综合征,猪肚
化脓性关节炎,白酒
结肠癌,南瓜子仁
桡骨茎突骨折,白酒
远视,咸鸭蛋
胸腔积液,白扁豆
脓疱病,白酒
食管损伤,罗非鱼
寒性荨麻疹,咖啡
牙周病,白扁豆
痔核,白酒
颈椎黄韧带骨化症,白酒
鼻部穿通性毛囊炎,白酒
血管畸形引起的吞咽困难,鸡爪
血管免疫母细胞性淋巴结病,红葡萄酒
泪腺炎,猪脑
关节退行性变,咖喱
直肠脱垂,泥鳅
小儿慢性硬膜下血肿,白酒
鼻中隔穿孔,赤小豆
着色芽生菌病和暗色丝孢霉病,猪肚
乳腺疾病,鸭蛋
老年人甲状腺功能低下,黄酒
气管前间隙感染,白酒
半椎体畸形,绿豆
芽生菌病样脓皮病,咸鱼
假性甲状旁腺功能减退症,啤酒
小儿食管异物,花生（炒）
孢子丝菌病,杏仁
妊娠期急性脂肪肝,黄酒
播散性嗜酸粒细胞增多性胶原病,白酒
鼻咽癌,鸭血(白鸭)
卵巢妊娠,螃蟹
多发梗塞性痴呆,腐竹
泌尿道肿瘤,螃蟹
非典型分枝杆菌性巩膜炎,螺丝菜
寄生虫性尿路感染,腐竹
产后泌尿道感染,黑豆
葡萄球菌感染,赤小豆
脊椎炎,海螺
单纯性肺嗜酸性粒细胞浸润症,杏仁
下部附加前根脊髓动脉缺血症候群,鸡爪
肝腺瘤,鹌鹑蛋
急性肾盂肾炎,啤酒
小儿阿托品类中毒,螃蟹
内眦赘皮,白酒
先天性动脉导管未闭,杏仁
舌咽神经痛,鸡肉
巴贝虫病,红葡萄酒
毛囊性鱼鳞病,干腌菜
小儿肾小管-间质肾炎,螃蟹
小儿室间隔完整型肺动脉闭锁,白扁豆
紫癜性肾炎,白扁豆
皮肤B细胞淋巴样结节型增生,啤酒
恶心和呕吐,绿豆
卵巢泡膜细胞瘤,干腌菜
巨细胞动脉炎和风湿性多肌痛,咸鸭蛋
非细菌性前列腺炎,腐竹
寰椎骨折脱位,鹅肉
皮质性遗忘症,螃蟹
痉挛性脑瘫,腐竹
单纯性甲状腺肿,白酒
产后三冲,鳕鱼
平滑骨肉瘤,干腌菜
撕脱骨折,鸭蛋
牙周萎缩,白酒
先天性感觉性神经病,啤酒
自发性血胸,白酒
胆囊腺肌增生病,草鱼
肛门失禁,白酒
老年性黄斑变性,白酒
风寒头痛,油皮
离位皮炎,鸭血(白鸭)
鲍恩病,绿豆
肥厚型梗阻性心肌病,咸鸭蛋
小儿全远端型肾小管酸中毒,花生（炒）
成人腹股沟斜疝,黑豆
晒伤,啤酒
线粒体病,螃蟹
小儿肺泡性蛋白沉积症,蛤蜊
颈椎黄韧带骨化症,啤酒
镍及其化合物引起的皮肤病,绿豆
慢性肝炎,鸡肝
心源性休克,白酒
带状疱疹性角膜炎,白酒
颅骨骨髓炎,鹅肉
异位胰腺,泥鳅
淋巴细胞脉络丛脑膜炎,腐竹
包涵体性结膜炎,白扁豆
二尖瓣关闭不全,鸡肝
食管受压性吞咽困难,红葡萄酒
白大衣高血压,腐竹
骨放线菌病,腐竹
双侧肾缺如,油豆腐
儿童学习能力障碍,鹿肉
尿道炎,腐竹
天疱疮,杏仁
颅狭症,花生仁（炸）
小儿蛔虫性肠梗阻,白扁豆
小儿房间隔缺损,龙虾
心房内折返性心动过速,田螺
包皮水肿,鸭血(白鸭)
胃扭转,羊肝
小儿淹溺,田螺
急性肾炎综合征,白扁豆
跖骨疲劳性骨折,腐竹
病理性骨折,小葱
小儿窦性心动过缓,螃蟹
精神病,腐竹
膀胱平滑肌瘤,羊油
疱疹性口腔炎,红辣椒
旋转带肌腱炎,啤酒
婴儿玫瑰疹,鸭血(白鸭)
急性气管－支气管炎,白酒
继发性腹膜炎,白扁豆
原发性小血管炎性肾损害,白扁豆
睾丸损伤,啤酒
结核性腹膜炎,黑豆
空调病,田螺
尿黑酸尿与褐黄病,鸡蛋黄
小儿尿崩症,花生（炒）
肝性血卟啉病综合征,红葡萄酒
寒饮咳嗽,鸡肉
子痫,海虾
淋巴结核,白酒
心血管和血栓栓塞综合征,油豆腐
食管异物,南瓜子仁
心血管疾病伴发的精神障碍,白酒
眶底骨折,螃蟹
乳头皲裂,啤酒
双分支阻滞,白酒
脊柱侧弯,咸鸭蛋
肝纤维化,白酒
尿道结石,螃蟹
假性高血压,白扁豆
衣原体淋巴肉芽肿,白酒
阿米巴结肠炎,咸鱼
原发性视网膜脱离,鸭血(白鸭)
慢性细菌性前列腺炎,啤酒
小儿肾结核,白扁豆
偏头痛,鸭肝
高原适应不全症,白扁豆
毛囊瘤,啤酒
风热头痛,啤酒
绝经期尿路感染,杏仁
脊髓亚急性联合变性,油豆腐
鱼胆中毒,啤酒
软骨母细胞瘤,白酒
胸椎骨折,红辣椒
接触性皮炎,赤小豆
腹痛,鹌鹑蛋
唇炎,白酒
荨麻疹和血管性水肿,啤酒
急性肾炎综合征,乌骨鸡
甲状腺微小癌,白酒
颅底骨折,油豆腐
系统性红斑狼疮伴发的精神障碍,螃蟹
慢性细菌性前列腺炎,杏仁
慢性病毒性肝炎,猪油（板油）
小儿惊厥,鹿肉
骶髂关节扭伤,白酒
乳头侵蚀性腺瘤病,螃蟹
跟腱前囊炎,啤酒
结肠癌,黑豆
腹膜后纤维化,啤酒
共同性外斜视,赤小豆
小儿先天性睾丸发育不全,花生（炒）
旋转隐斜,鸭血(白鸭)
乳房单纯囊肿,螃蟹
小儿尿感,杏仁
脑蛛网膜下腔出血,干腌菜
红眼病,鹿肉
骨肉瘤,啤酒
Kimura病,松子仁
迪格奥尔格综合征,核桃
小儿先天性胆总管囊肿,啤酒
松节油皮炎,海蟹
致命性中线肉芽肿,红葡萄酒
表演型人格障碍,鸭蛋
膈疝,啤酒
盘尾丝虫病,羊油
慢性自律性房性心动过速,鸭血(白鸭)
抑郁性神经症,赤小豆
骨膜软骨瘤,羊骨
淋菌性肛门直肠炎,白果（鲜）
毛鞘棘皮瘤,鸡蛋黄
心脏骤停与心肺脑复苏,赤小豆
慢性舌扁桃体炎,绿豆
网络成瘾,田螺
膈先天性缺损,白酒
冠状动脉粥样硬化性心脏病,红葡萄酒
腹股沟滑动疝,啤酒
子宫颈残端癌,赤小豆
慢性咽炎,腐竹
剥脱性唇炎,白酒
外痔,白扁豆
产后血虚热,咸鱼
舌下腺囊肿,杏仁
夹阴伤寒,沙丁鱼
染色体异常伴发的精神障碍,白酒
小儿脑瘫,白砂糖
原发性免疫缺陷病,啤酒
晶状体膨胀所致青光眼,田螺
全身脂肪代谢障碍,淡菜(鲜)
急性肝病,白酒
老年大便失禁,啤酒
太阳病,沙丁鱼
慢性化脓性鼻窦炎,绿豆
肩关节周围炎,绿豆
血管活性肠肽瘤,猪油（板油）
老年人支气管扩张,黄酒
先天性主动脉弓畸形,杏仁
癔病性昏厥,三文鱼
隐孢子虫病,赤小豆
先天性颈椎齿状突畸形,腐竹
巴雷特食管,白酒
小儿肥胖症,赤砂糖
小儿颅后窝室管膜瘤,啤酒
共济失调,啤酒
千足虫灼伤,白酒
肠系膜上动脉压迫综合征,啤酒
踝部急性韧带损伤,咸鱼
类鼻疽,赤小豆
小儿有机磷农药中毒,田螺
婴幼儿脐疝,白酒
肺出血－肾炎综合征,竹笋
皮层性多汗症,干腌菜
肠粘连,鸭蛋
先天性食管憩室,咸鸭蛋
阿斯伯格综合症,猪大肠
大肠息肉,鸡腿
高血压脑出血,啤酒
小儿慢性大疱性疾病,田螺
埃里希体病,绿豆
急性脓肿,白酒
常年性鼻炎,啤酒
头癣,河虾
乳头的乳头状瘤,红葡萄酒
梭形细胞肿瘤,芥菜
腰部峡部崩裂和脊椎滑脱,红葡萄酒
肺动脉瓣关闭不全,红辣椒
进行性脊髓性肌萎缩症,腐竹
结缔组织性肠炎,绿豆
神经官能性表皮剥脱,河蚌
风寒头痛,啤酒
妊娠合并血栓性血小板减少性紫癜,黄酒
胰石症,鸡心
局灶性肾小球硬化症,乌骨鸡
筛窦恶性肿瘤,干腌菜
腘动脉破裂,白酒
膝关节脱位,蛤蜊
小儿先天性睾丸发育不全,白砂糖
先天性尺桡骨性连接,鸡爪
骨软骨瘤,干腌菜
结肠炎,黑豆
肌张力障碍综合征,绿豆
大骨节病,油豆腐
视网膜脱落,田螺
青年人中的成年发病型糖尿病,江米酒
恙虫病性肺炎,干腌菜
腹腔动脉压迫综合征,鹌鹑蛋
成人骨坏死,啤酒
尺骨下1/3骨折合并下尺桡关节脱位,腐竹
特发性脊柱侧凸,面肥
十二指肠炎,咸鸭蛋
颞骨岩部炎,杏仁
先天性耳聋,虾皮
老年人食管癌,淡菜(鲜)
经行尿感,沙丁鱼
右束支传导阻滞,干腌菜
酒精性心肌病,腐竹
肺真菌病,啤酒
胆道运动功能障碍综合征,白酒
小儿片吸虫病,白砂糖
肺炎衣原体肺炎,杏仁
急性胆囊炎,鸡蛋
结直肠损伤,啤酒
小儿坏死性龈口炎,花生（炒）
霉菌性外阴炎,啤酒
浸润性乳腺癌,辣椒(红、尖、干)
前房积血,干腌菜
物理性皮肤病,赤小豆
分裂情感性精神病,鸡蛋黄
阴道平滑肌肉瘤,鹅肉
阴道鳞状上皮癌,烤鸭
脉络膜炎,鸭血(白鸭)
高血压性脑出血,啤酒
继发性肺结核,牛肉(肥瘦)
先天性声门下狭窄,红豆沙
肺炎球菌脑膜炎,啤酒
小儿心力衰竭,白扁豆
常染色体隐性遗传性脑动脉病伴白质脑病,咸鸭蛋
耳后骨膜下脓肿,田螺
尺骨下1/3骨折合并下尺桡关节脱位,白酒
胶样粟丘疹,虾仁
蓐劳,三文鱼
老年人食管癌,蛏子
急性高原病,白酒
花翳自陷,鸡蛋
黑色素瘤,啤酒
急性粒细胞缺乏,绿豆
绝经后骨质疏松,松子仁
胸壁软组织损伤,田螺
间歇性外斜视,赤小豆
粘连性肠梗阻,黑豆
良性肿瘤,花椒
先天性血管萎缩性皮肤异色症,白酒
髂腹股沟神经干痛,鸭血(白鸭)
鼻中隔血肿,赤小豆
强酸、强碱中毒,绿豆
膀胱上内疝,白酒
获得性血小板功能障碍,白酒
原发性视网膜脱离,赤小豆
跟腱前囊炎,腐竹
乙状结肠扭转,赤小豆
肉痉,田螺
动脉瘤,鸡肝
家族性进行性色素沉着,咸鱼
外阴-阴道-牙龈综合征,花生仁（炸）
气虚血瘀证,洋葱
急性淋巴细胞白血病,乌龟
剥脱综合征,白酒
急性胃扩张,白果（鲜）
跖趾关节痛,腐竹
慢性病,猪油（板油）
睡眠相位后移综合症,白酒
环跳疽,腐竹
甲状旁腺功能异常伴发的精神障碍,干腌菜
酸中毒,韭菜
桡神经损伤,腐竹
甲状旁腺功能异常伴发的精神障碍,白酒
上颌窦后鼻孔息肉,白酒
薄肾小球基底膜病,鹿肉
急黄,杏仁
肺放线菌病,洋葱
内伤发热,田螺
小儿丙型病毒性肝炎,螃蟹
慢性颈部软组织损伤,螺丝菜
驱蛔灵中毒,啤酒
细菌性肺炎,啤酒
妊娠合并哮喘,白酒
肌注硬结感染,鹿肉
小儿坏死性龈口炎,白扁豆
高血脂,核桃
肠杆菌肺炎,黑豆
小儿蛋白质-能量营养不良,螃蟹
小儿先天性侏儒痴呆综合征,白砂糖
慢性淋巴细胞性甲状腺炎,核桃
食管瘢痕性狭窄,白酒
ADH分泌过多综合征,白酒
癌症伴发的精神障碍,啤酒
急性化脓性鼻窦炎,赤小豆
上巩膜静脉压升高所致青光眼,啤酒
甲状腺腺瘤,杏仁
颈椎管狭窄症,油豆腐
出血败血性巴斯德菌感染,绿豆
老年人再生障碍性贫血,啤酒
自身免疫性肝硬化,辣椒(红、尖、干)
小儿病毒感染性口炎,螃蟹
暗色丝孢霉病,啤酒
胆石,咸鸭蛋
颅狭症,咸鱼
小儿急性上呼吸道感染,鸡肉
急性肺脓肿,啤酒
球后视神经炎,赤小豆
足舟状骨骨软骨病,黄酒
胃肠道功能紊乱,赤小豆
围术期伴发的精神障碍,咸鸭蛋
网膜肿瘤,白酒
子宫收缩乏力,洋葱
产碱杆菌肺炎,赤小豆
弥漫性食管痉挛,绿豆
妊娠期糖尿病,淡菜(鲜)
泪腺多形性腺癌,田螺
泡性角结膜炎,鸭血(白鸭)
川崎病,白扁豆
手部伸肌腱损伤,白酒
宫颈炎,白扁豆
胎记,白酒
慢性骨髓炎,白酒
高脂血症,腐竹
小儿乳糜泻,花生（炒）
结核性宫颈炎,黑豆
脑膜瘤,草鱼
肠侵袭性大肠埃希杆菌感染,鹿肉
烫伤,螃蟹
烫伤,鸭肉
溃疡分枝杆菌感染,田螺
手部神经损伤,羊油
预激综合征,白扁豆
原位癌,茴香
良性颅内高压症,猪脑
老年久病卧床,鸡肝
子宫肌瘤,泥鳅
麻疹,螃蟹
色厥色脱,沙丁鱼
多发性内分泌肿瘤综合征Ⅰ型,白酒
应激性溃疡,白扁豆
缺血性肠绞痛,绿豆
消化道重复畸形,芝麻
ADH分泌过多综合征,白扁豆
短膜壳绦虫病,鸡肝
小儿腹股沟斜疝,腐竹
阴茎珍珠疹,大葱
羊水过少,鹿肉
埃布斯坦综合征,鸡爪
脑动脉硬化症,腐竹
淋巴结结核,鸭肉
面神经炎,虾皮
慢性咽炎,赤小豆
小儿充血性心力衰竭,咸鸭蛋
小儿白血病,啤酒
蛛网膜炎,腐竹
腺泡细胞癌,白酒
营养代谢缺乏,啤酒
脾功能亢进症,猪头肉
门静脉海绵样变,鹅肝
微小病变型肾病,鸡爪
银屑病关节炎及其伴发的葡萄膜炎,鸭血(白鸭)
结核性阴道炎,白扁豆
血栓性静脉炎,油豆腐
汞皮炎,鸡肝
原发性肺动脉高压,鸡爪
神经性肌强直,白酒
丝状疣,白酒
酒精伴发的精神障碍,啤酒
老年人乳腺癌,黄酒
尿崩症,螃蟹
过敏性紫癜肾炎,鸭肝
稳定型心绞痛,干腌菜
肾结石,豆腐干
眶上神经痛,鸭血(白鸭)
肾小管间质性肾炎葡萄膜炎综合征,啤酒
外源性变应性肺泡炎,白酒
小儿低氯性氮质血症综合征,油条
色欲伤,干腌菜
家族性结肠息肉,白果（鲜）
肋骨骨髓炎,白酒
结核性膀胱挛缩,泥鳅
老年人感染性休克,田螺
慢性喉炎,猪肚
颌面部放线菌病,杏仁
溶血性贫血,白扁豆
腹腔妊娠,白酒
颅内海绵状血管瘤,田螺
大网膜粘连综合征,鸡肝
甲型副伤寒,海螺
慢性溃疡性非肉芽肿性空肠回肠炎,田螺
脓疱性细菌疹,鸭血(白鸭)
阴道壁息肉,赤小豆
小儿麻痹症,鸭血(白鸭)
脊髓亚急性联合变性,杏仁
闭合性脑外伤,白扁豆
白塞病性巩膜炎,啤酒
经行尿感,杏仁
结膜结核病,干腌菜
前斜角肌综合征,啤酒
巨幼细胞性贫血,干腌菜
症状性癫痫综合征,鸡肝
产后风湿,鸭蛋
铜绿假单胞菌感染,白酒
前列腺炎,腐竹
恶心和呕吐,松子仁
电击伤所致脊髓病,龙虾
虚喘,田螺
小儿播散性血管内凝血,河蚌
小儿注意缺陷障碍,赤小豆
胆囊炎,三文鱼
嗜血细胞综合症,洋葱
白塞综合征,干腌菜
膝关节骨刺,大葱
脑栓塞,啤酒
颜面部疖痈,白酒
脊椎炎,赤小豆
皮炎芽生菌,海蜇头
弥散性血管内凝血,鸭血(白鸭)
恋童癖,辣椒(红、尖、干)
埃博拉病毒病,啤酒
胸腺瘤,油皮
阴茎离断伤,干腌菜
动脉瘤样骨囊肿,白扁豆
外阴赘生物,猪油（板油）
纤维肌痛综合征,红葡萄酒
直肠炎,杏仁
颌下间隙感染,鹿肉
先天性颅锁骨发育不全,面肥
急性和亚急性硬脑膜下血肿,赤砂糖
鞘膜积液,白酒
小儿肾血管性高血压,白扁豆
鞍上生殖细胞瘤,白酒
肝纤维化,啤酒
肝脾湿热,猪油（板油）
直肠内异物,啤酒
固定性斜视,鸭血(白鸭)
小儿磷酸酶过少症,田螺
妊娠合并甲状腺功能减退,猪脑
乳溢,赤小豆
假性甲状旁腺功能减退症,杏仁
脂肪肝,鸭肉
哮喘,猪蹄
多发性硬化,白酒
成人呼吸窘迫综合征,辣椒(红、尖、干)
崩漏,咸鸭蛋
双分支阻滞,干腌菜
慢性咽炎,螃蟹
龋齿,白砂糖
淋病,白酒
毛孢子菌病,白酒
股骨干骨折,白扁豆
结核性溃疡,松子（炒）
甲状腺腺瘤,赤小豆
先天性再生障碍性贫血,白酒
老年急性白血病,白酒
甲状腺炎,杏仁
泛细支气管炎,辣椒(青、尖)
前列腺病,白酒
锁合,杏仁
肝胆湿热,白酒
荨麻疹性血管炎,鱿鱼(鲜)
胃恶性淋巴瘤,啤酒
小儿慢性肺炎,白砂糖
产后痉症,咸鸭蛋
跖骨骨折,鹅肉
复发性疱疹,洋葱
腹股沟斜疝,田螺
夏季皮炎,龙虾
肺炎,猪油（板油）
咽后壁憩室,腐竹
先天性主动脉瓣上狭窄,鸡肝
老年人流行性感冒,黄酒
钡中毒,白扁豆
疣状胃炎,咖啡
腱鞘囊肿,白扁豆
痛经,莲子
女子梦交,田螺
小儿神经纤维瘤病,花生（炒）
嗜水气单胞菌肠炎,肥膘肉
膀胱鳞状细胞癌,杏仁
急性气管－支气管炎,咸鸭蛋
胰腺结核,海螺
沙门氏菌属食物中毒,松子（炒）
梅克尔憩室,绿豆
畸形性吞咽困难,花生仁（炸）
化脓性骨髓炎,啤酒
外阴纤维肉瘤,干腌菜
躯体性神经病,青豆
咽喉癌,辣椒(红、尖、干)
消化道溃疡,海螺
泪腺肉样瘤病,田螺
胆囊结石,白酒
小儿脑挫裂伤,白扁豆
巨人症,虾米
皮肤病,三文鱼
毛细血管扩张性环状紫癜,鸡蛋黄
Reis-Bucklers角膜营养不良,啤酒
牙隐裂,杏仁
中毒性弱视,白酒
旅游者腹泻,白果（鲜）
创伤性鼻中隔穿孔,腐竹
多系统萎缩,松子仁
早产,莴笋
轻度脂肪肝,猪肉(肥)
外伤性乳糜胸,白酒
大颗粒淋巴细胞白血病,啤酒
药物性呼吸衰竭,香肠
维生素E缺乏神经病,鸡肝
砣疣,洋葱
单纯红细胞再障性贫血,白酒
骨外软骨肉瘤,红葡萄酒
卵巢冠囊肿,猪肚
糖尿病性周围神经病,赤砂糖
性障碍,白扁豆
外伤性脂肪坏死,鸭血(白鸭)
高血压肾病,啤酒
交感性眼炎,赤小豆
深脓疱病,啤酒
继发性腹膜炎,鸡肝
尿道狭窄,鱼肉
肿瘤性心包炎,鸡爪
气性膀胱炎,羊油
原发性共同性内斜视,鸭血(白鸭)
输卵管癌三联症,杏仁
煤气中毒,白酒
直肠息肉,草鱼
糖尿病酮症酸中毒,冰糖
布氏杆菌病,白酒
Poncet综合征,田螺
甲状腺乳头癌,洋葱
系统性血管炎,啤酒
灼痛,白酒
增殖体肥大,咸鱼
卵巢恶性中胚叶混合瘤,白酒
咽肌痉挛,白扁豆
小儿色素沉着息肉综合征,螃蟹
门静脉血栓形成,干腌菜
良性葡萄胎,田螺
手部伸肌腱损伤,绿豆
褥疮,白扁豆
肿胀,杏仁
躁狂症,白扁豆
小儿星形细胞瘤,白扁豆
闭锁肺综合征,黑豆
先天性腓骨缺如,红葡萄酒
穿腹膜疝,白扁豆
帕金森病,鳕鱼
舌炎,鸭肉
急性细支气管炎,白酒
慢性阑尾炎,白扁豆
髋关节滑囊炎,辣椒(红、尖、干)
小儿肾上腺皮质功能不全,花生（炒）
气瘤,田螺
神经性厌食症与神经性贪食症,白酒
嵌杯样病毒胃肠炎,啤酒
结膜充血,白扁豆
急性阴道炎,洋葱
子宫内膜厚,田螺
自由生活阿米巴感染,白扁豆
热中,田螺
结肠破裂,腐竹
月经过多,赤砂糖
泪囊炎,鸭血(白鸭)
摩擦黑变病,白酒
脉痹,咸鸭蛋
小儿丁型病毒性肝炎,螃蟹
先天性高位肩胛,鸡肝
其他沙门菌感染,白酒
臭汗恐惧症,赤小豆
化学性支气管炎,螃蟹
排卵期出血,蒜苔
老年人泌尿系结石,白酒
中枢神经系统淋巴瘤,干腌菜
间歇性外斜视,白酒
斜视,猪肉皮
巴特综合征,乌骨鸡
甲沟炎,啤酒
化脓性角膜炎,鸡蛋
溢泪症,腐竹
淋病合并症精囊炎,白酒
小儿急性非淋巴细胞性白血病,白砂糖
大肠梗阻,鸡腿
妊娠合并急性膀胱炎,啤酒
颤证,咸鱼
小儿原发性肾病综合征,核桃
