src_id,tag_id
洛肯·麦克莱德,拉文克劳学院
安德鲁·柯克,格兰芬多学院
吉德罗·洛哈特,拉文克劳学院
达芙妮·格林格拉斯,斯莱特林学院
罗伯特·希利亚德,拉文克劳学院
蒂娜·戈德斯坦,雷鸟学院
马库斯·弗林特,斯莱特林学院
杰玛·法利,斯莱特林学院
阿不福思·邓布利多,格兰芬多学院
埃迪·卡米切尔,拉文克劳学院
卡莉朵拉·布莱克,斯莱特林学院
查威克·布特,雷鸟学院
赫敏·格兰杰,格兰芬多学院
蒙太,斯莱特林学院
马尔科姆·巴多克,斯莱特林学院
曼蒂·布洛贺,拉文克劳学院
哈利·波特,格兰芬多学院
钱伯斯,拉文克劳学院
莉莎·杜平,拉文克劳学院
米里森·巴格诺,拉文克劳学院
西比尔·特里劳尼,拉文克劳学院
斯图尔特·阿克利,拉文克劳学院
布拉德利,拉文克劳学院
怪人尤里克,拉文克劳学院
戈德里克·格兰芬多,格兰芬多学院
瓦赛,斯莱特林学院
梅林,斯莱特林学院
德里安·普塞,斯莱特林学院
德里克,斯莱特林学院
哈珀,斯莱特林学院
安多米达·唐克斯,斯莱特林学院
奥拉·奎尔克,拉文克劳学院
塞蒂娜·沃贝克,格兰芬多学院
鲁伯·海格,格兰芬多学院
比尔·韦斯莱,格兰芬多学院
维基·弗罗比舍,格兰芬多学院
杰弗里·胡珀,格兰芬多学院
查理·韦斯莱,格兰芬多学院
奥利弗·伍德,格兰芬多学院
亚瑟·韦斯莱,格兰芬多学院
塞蒂娜·沃贝克的父亲,格兰芬多学院
詹姆·小天狼星·波特,格兰芬多学院
尤安·阿伯克龙比,格兰芬多学院
纳塔丽·麦唐纳,格兰芬多学院
斯特宾斯 (1980年代),赫奇帕奇学院
约拉·布莱克,斯莱特林学院
塞普蒂默斯·韦斯莱,格兰芬多学院
特拉弗斯,斯莱特林学院
佩内洛·克里瓦特,拉文克劳学院
特伦斯·希格斯,斯莱特林学院
纳西莎·马尔福,斯莱特林学院
萨拉查·斯莱特林,斯莱特林学院
德拉科·马尔福,斯莱特林学院
卢修斯·马尔福,斯莱特林学院
汤姆·里德尔,斯莱特林学院
贝拉特里克斯·莱斯特兰奇,斯莱特林学院
葛姆蕾·冈特,斯莱特林学院
玛丽·麦克唐纳,格兰芬多学院
尼古拉斯·马尔福,斯莱特林学院
秋·张的母亲,拉文克劳学院
